,Year,District,Crop,Season,Rainfall_mm,Avg_Temp_C,Area_Ha,y,y_pred1
4956,2010,jajapur,moong(green-gram),winter,19,21,19,0.14,0.21178035
4957,2011,jajapur,moong(green-gram),winter,18,20,6,0.17,0.22115633
4958,2012,jajapur,moong(green-gram),winter,25,19,8,0.44,0.26960614
4959,2013,jajapur,moong(green-gram),winter,26,18,30,0.11,0.18964878
4962,2016,jajapur,moong(green-gram),winter,23,21,20,0.46,0.26446903
4965,2019,jajapur,moong(green-gram),winter,26,18,154,0.19,0.1770444
4967,2021,jajapur,moong(green-gram),winter,18,17,74,0.28,0.24917303
4968,2022,jajapur,moong(green-gram),winter,19,22,,,1.4106747
4990,2004,jajapur,rice,autumn,259,31,20000,0.75,0.82725346
4991,2005,jajapur,rice,autumn,258,29,19000,1.21,0.9536829
4992,2006,jajapur,rice,autumn,260,29,18000,0.94,0.927328
4993,2007,jajapur,rice,autumn,247,29,16000,0.75,0.9484497
4994,2008,jajapur,rice,autumn,238,26,14000,0.71,0.92311126
4995,2009,jajapur,rice,autumn,310,31,20000,1.3,0.94991547
4996,2010,jajapur,rice,autumn,278,29,14000,0.71,0.9035846
4997,2011,jajapur,rice,autumn,298,29,12000,0.33,0.8805451
4998,2012,jajapur,rice,autumn,285,30,16000,0.88,1.1567994
4999,2013,jajapur,rice,autumn,265,26,15000,1.2,1.2264991
5000,2014,jajapur,rice,autumn,240,27,13000,1,1.2274948
5001,2015,jajapur,rice,autumn,242,28,16000,1.13,1.1063493
5002,2016,jajapur,rice,autumn,243,30,14250,1.32,1.2986596
5003,2017,jajapur,rice,autumn,245,28,15150,0.69,1.1912556
5004,2018,jajapur,rice,autumn,265,29,11040,1.22,1.2154192
5005,2019,jajapur,rice,autumn,230,27,11280,1.05,1.1461444
5006,2020,jajapur,rice,autumn,212,28,14130,0.69,1.1116854
5007,2021,jajapur,rice,autumn,230,29,12539,0.9,1.1905513
5008,2022,jajapur,rice,autumn,230,29,11830,1.46,1.510929
5010,2004,jajapur,rice,summer,45,28,2000,2.5,1.9179946
5011,2005,jajapur,rice,summer,48,29,1000,3,2.3610628
5012,2006,jajapur,rice,summer,47,31,2000,1.5,1.9767829
5013,2007,jajapur,rice,summer,42,33,4000,2.5,2.0764074
5014,2008,jajapur,rice,summer,43,32,3000,2.33,2.0264752
5015,2009,jajapur,rice,summer,40,31,1000,3,2.3668346
5016,2010,jajapur,rice,summer,48,30,2000,1.5,2.0248194
5017,2011,jajapur,rice,summer,49,33,1000,3,2.4273536
5018,2012,jajapur,rice,summer,52,32,213000,0.02,0.3113386
5019,2013,jajapur,rice,summer,53,31,2000,3,2.4488356
5020,2014,jajapur,rice,summer,55,30,2000,2.5,2.2313173
5021,2015,jajapur,rice,summer,56,29,1000,2,2.0958023
5022,2016,jajapur,rice,summer,58,30,1140,2.86,2.5549707
5023,2017,jajapur,rice,summer,59,31,1260,2.88,2.4976478
5024,2018,jajapur,rice,summer,60,32,450,1.33,1.5737869
5025,2019,jajapur,rice,summer,38,31,650,1.32,1.7688482
5026,2020,jajapur,rice,summer,49,30,1680,2.86,2.401795
5027,2021,jajapur,rice,summer,50,28,3101,3.11,2.3103676
5028,2022,jajapur,rice,summer,52,33,770,2.49,2.502419
5030,2004,jajapur,rice,winter,22,22,117000,1.37,1.4049754
5031,2005,jajapur,rice,winter,21,21,118000,1.81,1.499649
5032,2006,jajapur,rice,winter,23,25,113000,1.4,1.5336313
5033,2007,jajapur,rice,winter,25,23,114000,1.6,1.5523247
5034,2008,jajapur,rice,winter,26,24,122000,1.57,1.4998717
5035,2009,jajapur,rice,winter,24,22,122000,1.87,1.5475979
5036,2010,jajapur,rice,winter,19,21,110000,1.45,1.5251763
5037,2011,jajapur,rice,winter,18,20,108000,1.17,1.5251763
5038,2012,jajapur,rice,winter,25,19,106000,1.88,1.6149818
5039,2013,jajapur,rice,winter,26,18,109000,1.01,1.7126329
5040,2014,jajapur,rice,winter,20,20,114000,1.94,1.8996079
5041,2015,jajapur,rice,winter,21,22,93000,1.25,1.9307994
5042,2016,jajapur,rice,winter,23,21,89880,2.77,2.1299105
5043,2017,jajapur,rice,winter,21.5,20,90920,1.47,1.9560362
5044,2018,jajapur,rice,winter,21.9,22,105410,1.8,1.8784877
5045,2019,jajapur,rice,winter,26,18,121960,1.83,1.8718724
5046,2020,jajapur,rice,winter,28,19,113940,1.93,1.8556254
5047,2021,jajapur,rice,winter,18,17,84706,1.74,1.907657
5048,2022,jajapur,rice,winter,19,22,101170,2.48,2.4376132
5070,2004,jharsuguda,groundnut,autumn,250,31,160,0.64,0.74651194
5071,2005,jharsuguda,groundnut,autumn,252,28,119,0.68,0.7478332
5072,2006,jharsuguda,groundnut,autumn,253,28,34,0.81,0.7445732
5073,2007,jharsuguda,groundnut,autumn,251,29,29,0.86,0.7675206
5074,2008,jharsuguda,groundnut,autumn,248,27,52,1.09,0.74949443
5075,2009,jharsuguda,groundnut,autumn,249,27,132,0.47,0.76463246
5076,2010,jharsuguda,groundnut,autumn,263,28,420,0.75,0.796611
5077,2011,jharsuguda,groundnut,autumn,289,28,457,0.74,0.8088123
5078,2012,jharsuguda,groundnut,autumn,210,29,226,0.84,0.9417415
5079,2013,jharsuguda,groundnut,autumn,230,29,90,1.42,1.084164
5080,2014,jharsuguda,groundnut,autumn,236,30,171,2.39,1.0834894
5081,2015,jharsuguda,groundnut,autumn,245,28,15,2.23,1.0330695
5082,2016,jharsuguda,groundnut,autumn,250,29,21,1.09,1.1187267
5083,2017,jharsuguda,groundnut,autumn,252.2,28,135,1.32,1.185805
5084,2018,jharsuguda,groundnut,autumn,259,29,68,1.55,1.1909546
5086,2020,jharsuguda,groundnut,autumn,249,28,149,1.47,1.5884796
5087,2021,jharsuguda,groundnut,autumn,247,29,158,1.36,1.5783125
5088,2022,jharsuguda,groundnut,autumn,250,30,75,1.6,1.5228295
5090,2004,jharsuguda,groundnut,summer,22,23,125,0.94,0.9384434
5091,2005,jharsuguda,groundnut,summer,21,27,48,1.01,1.0369667
5092,2006,jharsuguda,groundnut,summer,23,32,63,1,1.048546
5093,2007,jharsuguda,groundnut,summer,21,33,32,1.05,1.0369089
5094,2008,jharsuguda,groundnut,summer,20,35,188,1.13,1.0898855
5095,2009,jharsuguda,groundnut,summer,20,34,46,0.9,1.0678263
5096,2010,jharsuguda,groundnut,summer,19,33,54,1.29,1.0782591
5097,2011,jharsuguda,groundnut,summer,18,32,68,1.31,1.1157597
5098,2012,jharsuguda,groundnut,summer,19,31,84,1.65,1.1933497
5099,2013,jharsuguda,groundnut,summer,20,30,43,1.96,1.3733617
5100,2014,jharsuguda,groundnut,summer,20,29,58,1.62,1.3744365
5101,2015,jharsuguda,groundnut,summer,23,30,1,1,0.9484439
5102,2016,jharsuguda,groundnut,summer,23,30,41,1.47,1.2722516
5103,2017,jharsuguda,groundnut,summer,24,32,33,1.28,1.254207
5104,2018,jharsuguda,groundnut,summer,25,31,2,1.35,1.2319406
5105,2019,jharsuguda,groundnut,summer,21,30,62,1.48,1.8418472
5106,2020,jharsuguda,groundnut,summer,20,29,13,1.55,1.5270964
5107,2021,jharsuguda,groundnut,summer,20,28,138,2.27,2.0429385
5108,2022,jharsuguda,groundnut,summer,21,31,64,2.1,2.098211
5290,2004,jharsuguda,moong(green-gram),summer,22,23,43,0.27,0.18592806
5291,2005,jharsuguda,moong(green-gram),summer,21,27,192,0.41,0.25260237
5292,2006,jharsuguda,moong(green-gram),summer,23,32,139,0.43,0.2889068
5293,2007,jharsuguda,moong(green-gram),summer,21,33,286,0.38,0.28897354
5294,2008,jharsuguda,moong(green-gram),summer,20,35,156,0.45,0.2953077
5295,2009,jharsuguda,moong(green-gram),summer,20,34,211,0.34,0.28271472
5296,2010,jharsuguda,moong(green-gram),summer,19,33,499,0.24,0.28836414
5297,2011,jharsuguda,moong(green-gram),summer,18,32,83,0.3,0.29632595
5298,2012,jharsuguda,moong(green-gram),summer,19,31,374,0.4,0.41248438
5299,2013,jharsuguda,moong(green-gram),summer,20,30,261,0.37,0.44278717
5300,2014,jharsuguda,moong(green-gram),summer,20,29,109,0.34,0.42974174
5301,2015,jharsuguda,moong(green-gram),summer,23,30,107,0.35,0.4086486
5302,2016,jharsuguda,moong(green-gram),summer,23,30,118,0.59,0.4664566
5303,2017,jharsuguda,moong(green-gram),summer,24,32,275,0.5,0.45604938
5304,2018,jharsuguda,moong(green-gram),summer,25,31,4,0.33,0.68317556
5305,2019,jharsuguda,moong(green-gram),summer,21,30,57,0.32,0.42897528
5306,2020,jharsuguda,moong(green-gram),summer,20,29,69,0.23,0.4186858
5307,2021,jharsuguda,moong(green-gram),summer,20,28,707,0.5,0.39563602
5308,2022,jharsuguda,moong(green-gram),summer,21,31,618,0.58,0.5280058
5312,2006,jharsuguda,moong(green-gram),winter,10,25,2,0.35,0.29707798
5313,2007,jharsuguda,moong(green-gram),winter,11,21,,,1.0155979
5314,2008,jharsuguda,moong(green-gram),winter,12,22,2,0.1,0.27699733
5315,2009,jharsuguda,moong(green-gram),winter,13,20,24,0.28,0.20478553
5316,2010,jharsuguda,moong(green-gram),winter,14,20,27,0.14,0.20478553
5321,2015,jharsuguda,moong(green-gram),winter,10,24,5,0.36,0.36269918
5322,2016,jharsuguda,moong(green-gram),winter,10,21,15,0.68,0.40922832
5323,2017,jharsuguda,moong(green-gram),winter,9,21,29,0.55,0.40550125
5324,2018,jharsuguda,moong(green-gram),winter,12,23,8,0.33,0.38303885
5325,2019,jharsuguda,moong(green-gram),winter,8,21,1,0.3,0.38360554
5326,2020,jharsuguda,moong(green-gram),winter,9,22,,,1.197363
5327,2021,jharsuguda,moong(green-gram),winter,9,23,17,0.5,0.3721586
5328,2022,jharsuguda,moong(green-gram),winter,10,20,14,0.37,0.40436572
5350,2004,jharsuguda,rice,autumn,250,31,26000,0.77,0.7948312
5351,2005,jharsuguda,rice,autumn,252,28,27000,1,0.9124646
5352,2006,jharsuguda,rice,autumn,253,28,29000,1.41,0.91472304
5353,2007,jharsuguda,rice,autumn,251,29,26000,1.35,0.93982786
5354,2008,jharsuguda,rice,autumn,248,27,24000,1.25,0.91588485
5355,2009,jharsuguda,rice,autumn,249,27,19000,0.16,0.7982365
5356,2010,jharsuguda,rice,autumn,263,28,22000,0.27,0.7121484
5357,2011,jharsuguda,rice,autumn,289,28,12000,0.5,0.6990475
5358,2012,jharsuguda,rice,autumn,210,29,13000,1.92,1.1055719
5359,2013,jharsuguda,rice,autumn,230,29,17000,0.82,1.1513904
5360,2014,jharsuguda,rice,autumn,236,30,23000,0.96,1.1305753
5361,2015,jharsuguda,rice,autumn,245,28,18000,0.61,1.0039537
5362,2016,jharsuguda,rice,autumn,250,29,19150,1.57,1.1517352
5363,2017,jharsuguda,rice,autumn,252.2,28,21610,1.29,1.1089216
5364,2018,jharsuguda,rice,autumn,259,29,20370,0.32,0.9778947
5365,2019,jharsuguda,rice,autumn,262,27,21880,2.8,1.4061015
5366,2020,jharsuguda,rice,autumn,249,28,21440,2.2,1.5417002
5367,2021,jharsuguda,rice,autumn,247,29,23708,0.36,1.5180345
5368,2022,jharsuguda,rice,autumn,250,30,21730,0.82,1.2933928
5370,2004,jharsuguda,rice,summer,22,23,1000,1,1.5946685
5371,2005,jharsuguda,rice,summer,21,27,1000,2,1.8273873
5373,2007,jharsuguda,rice,summer,21,33,1000,2,1.840505
5374,2008,jharsuguda,rice,summer,20,35,2000,2,1.8066766
5376,2010,jharsuguda,rice,summer,19,33,1000,1,1.7394916
5377,2011,jharsuguda,rice,summer,18,32,1000,1,1.8063377
5378,2012,jharsuguda,rice,summer,19,31,99000,0.01,0.812093
5382,2016,jharsuguda,rice,summer,23,30,530,2.3,2.6772664
5383,2017,jharsuguda,rice,summer,24,32,590,2.37,2.6291962
5384,2018,jharsuguda,rice,summer,25,31,680,3.24,2.6530075
5385,2019,jharsuguda,rice,summer,21,30,610,4.08,3.275417
5386,2020,jharsuguda,rice,summer,20,29,1520,4.71,3.625534
5387,2021,jharsuguda,rice,summer,20,28,1206,4.49,3.4002233
5388,2022,jharsuguda,rice,summer,21,31,1080,4.55,3.8356774
5390,2004,jharsuguda,rice,winter,8,23,32000,1.44,1.5766704
5391,2005,jharsuguda,rice,winter,9,20,33000,2.21,1.6718409
5392,2006,jharsuguda,rice,winter,10,25,32000,2.22,1.7474288
5393,2007,jharsuguda,rice,winter,11,21,31000,2.1,1.7416706
5394,2008,jharsuguda,rice,winter,12,22,28000,2.39,1.7281897
5395,2009,jharsuguda,rice,winter,13,20,29000,0.59,1.6325992
5396,2010,jharsuguda,rice,winter,14,20,30000,0.83,1.6325992
5397,2011,jharsuguda,rice,winter,14,19,26000,1.5,1.6325992
5398,2012,jharsuguda,rice,winter,13,22,24000,3.08,1.8720918
5399,2013,jharsuguda,rice,winter,12,23,23000,1.61,2.1115222
5400,2014,jharsuguda,rice,winter,11,25,46000,1.65,2.1269746
5401,2015,jharsuguda,rice,winter,10,24,28000,1.14,2.026662
5402,2016,jharsuguda,rice,winter,10,21,27560,2.44,2.1241262
5403,2017,jharsuguda,rice,winter,9,21,26010,1.83,2.075342
5404,2018,jharsuguda,rice,winter,12,23,20420,0.3,2.0376403
5405,2019,jharsuguda,rice,winter,8,21,29940,3.7,2.9407234
5406,2020,jharsuguda,rice,winter,9,22,24250,3,2.9951208
5407,2021,jharsuguda,rice,winter,9,23,22316,0.77,2.973859
5409,2004,kalahandi,groundnut,autumn,240,27,386,0.64,0.6039127
5410,2005,kalahandi,groundnut,autumn,252,29,851,0.42,0.6207668
5411,2006,kalahandi,groundnut,autumn,262,29,877,0.65,0.6261465
5412,2007,kalahandi,groundnut,autumn,251,29,615,0.73,0.69416213
5413,2008,kalahandi,groundnut,autumn,230,29,1072,0.74,0.71496785
5414,2009,kalahandi,groundnut,autumn,212,28,971,0.86,0.7501815
5415,2010,kalahandi,groundnut,autumn,240,30,941,0.98,0.7697092
5416,2011,kalahandi,groundnut,autumn,239,29,1007,0.65,0.76127744
5417,2012,kalahandi,groundnut,autumn,238,29,772,0.88,0.88656956
5418,2013,kalahandi,groundnut,autumn,238,28,656,0.86,0.87958306
5419,2014,kalahandi,groundnut,autumn,245,30,374,0.73,0.88965064
5420,2015,kalahandi,groundnut,autumn,246,28,477,0.43,0.77971834
5421,2016,kalahandi,groundnut,autumn,248,28,1998,0.95,0.9580146
5422,2017,kalahandi,groundnut,autumn,250,27,134,0.83,0.92211306
5423,2018,kalahandi,groundnut,autumn,242,28,177,0.92,0.9385652
5424,2019,kalahandi,groundnut,autumn,240,28,255,1.15,1.3443804
5425,2020,kalahandi,groundnut,autumn,240,29,233,1.08,1.3319552
5426,2021,kalahandi,groundnut,autumn,254,30,1328,0.98,1.280094
5427,2022,kalahandi,groundnut,autumn,252,30,1165,1.22,1.3334326
5429,2004,kalahandi,groundnut,summer,26,25,393,0.76,0.84445524
5430,2005,kalahandi,groundnut,summer,23,29,371,0.98,0.88437253
5431,2006,kalahandi,groundnut,summer,25,32,219,0.71,0.83168924
5432,2007,kalahandi,groundnut,summer,24,32,508,0.98,0.9636905
5433,2008,kalahandi,groundnut,summer,23,30,601,1.12,0.98238343
5434,2009,kalahandi,groundnut,summer,25.5,31,640,0.83,1.0173059
5435,2010,kalahandi,groundnut,summer,26.3,29,1261,1.28,1.152009
5436,2011,kalahandi,groundnut,summer,29,29,1100,1.04,1.1219589
5437,2012,kalahandi,groundnut,summer,19,30,1644,1.09,1.2219388
5438,2013,kalahandi,groundnut,summer,20,32,1245,1.19,1.3097053
5439,2014,kalahandi,groundnut,summer,25,31,758,1.28,1.2021028
5440,2015,kalahandi,groundnut,summer,24,32,282,0.82,1.1008352
5441,2016,kalahandi,groundnut,summer,25,32,560,1.04,1.2435815
5442,2017,kalahandi,groundnut,summer,26.5,31,639,1.01,1.2341112
5443,2018,kalahandi,groundnut,summer,25,30,742,1.19,1.2508498
5444,2019,kalahandi,groundnut,summer,24,31,684,1.5,1.6660234
5445,2020,kalahandi,groundnut,summer,27,29,1063,1.04,1.6192611
5446,2021,kalahandi,groundnut,summer,20,30,1099,1.36,1.7368486
5447,2022,kalahandi,groundnut,summer,25,28,1018,1.44,1.6762512
5449,2004,kalahandi,groundnut,winter,8,25,665,0.61,0.814353
5450,2005,kalahandi,groundnut,winter,8,22,1024,0.58,0.8976115
5451,2006,kalahandi,groundnut,winter,9,22,747,0.71,0.7907188
5452,2007,kalahandi,groundnut,winter,10,25,310,0.97,0.93285346
5453,2008,kalahandi,groundnut,winter,11,24,889,0.98,0.9682652
5454,2009,kalahandi,groundnut,winter,7,21,618,1.33,0.96098286
5455,2010,kalahandi,groundnut,winter,8,23,1241,1.38,1.1081123
5456,2011,kalahandi,groundnut,winter,9,25,477,1.21,0.9746122
5457,2012,kalahandi,groundnut,winter,10,22,643,1.01,1.0507408
5458,2013,kalahandi,groundnut,winter,10,20,309,1.02,1.0755504
5459,2014,kalahandi,groundnut,winter,11,19,1056,0.92,1.0955715
5460,2015,kalahandi,groundnut,winter,12,20,443,0.87,0.9197916
5461,2016,kalahandi,groundnut,winter,13,22,1472,1.15,1.1450585
5462,2017,kalahandi,groundnut,winter,7,23,169,1.06,1.1810693
5463,2018,kalahandi,groundnut,winter,11,21,108,0.11,1.062373
5464,2019,kalahandi,groundnut,winter,12,22,105,2.09,1.5286709
5466,2021,kalahandi,groundnut,winter,9,21,306,1.8,1.5980788
5467,2022,kalahandi,groundnut,winter,10,23,285,1.4,1.5902381
5669,2004,kalahandi,moong(green-gram),autumn,240,27,99,0.18,0.09625107
5670,2005,kalahandi,moong(green-gram),autumn,252,29,55,0.08,0.09809733
5671,2006,kalahandi,moong(green-gram),autumn,262,29,36,0.08,0.10117485
5672,2007,kalahandi,moong(green-gram),autumn,251,29,9,0.12,0.11256443
5674,2009,kalahandi,moong(green-gram),autumn,212,28,17,0.18,0.12387103
5675,2010,kalahandi,moong(green-gram),autumn,240,30,13,0.17,0.1563324
5676,2011,kalahandi,moong(green-gram),autumn,239,29,8,0.19,0.13389765
5678,2013,kalahandi,moong(green-gram),autumn,238,28,1,0.3,0.1952966
5681,2016,kalahandi,moong(green-gram),autumn,248,28,567,0.57,0.2838423
5683,2018,kalahandi,moong(green-gram),autumn,242,28,2,0.35,0.45752704
5684,2019,kalahandi,moong(green-gram),autumn,240,28,2,0.45,0.458876
5685,2020,kalahandi,moong(green-gram),autumn,240,29,1,0.2,0.34122467
5689,2004,kalahandi,moong(green-gram),summer,26,25,1779,0.26,0.19727854
5690,2005,kalahandi,moong(green-gram),summer,23,29,2361,0.17,0.23912668
5691,2006,kalahandi,moong(green-gram),summer,25,32,3219,0.22,0.27303705
5692,2007,kalahandi,moong(green-gram),summer,24,32,5899,0.22,0.29431573
5693,2008,kalahandi,moong(green-gram),summer,23,30,5133,0.21,0.29123336
5694,2009,kalahandi,moong(green-gram),summer,25.5,31,8081,0.28,0.3084833
5695,2010,kalahandi,moong(green-gram),summer,26.3,29,7718,0.25,0.29622495
5696,2011,kalahandi,moong(green-gram),summer,29,29,3177,0.25,0.28457025
5697,2012,kalahandi,moong(green-gram),summer,19,30,6078,0.4,0.3891862
5698,2013,kalahandi,moong(green-gram),summer,20,32,7221,0.38,0.409186
5699,2014,kalahandi,moong(green-gram),summer,25,31,6456,0.36,0.4118186
5700,2015,kalahandi,moong(green-gram),summer,24,32,10044,0.27,0.3596673
5701,2016,kalahandi,moong(green-gram),summer,25,32,6670,0.4,0.42720398
5702,2017,kalahandi,moong(green-gram),summer,26.5,31,3446,0.38,0.40766534
5703,2018,kalahandi,moong(green-gram),summer,25,30,9500,0.43,0.42665052
5704,2019,kalahandi,moong(green-gram),summer,24,31,9244,0.59,0.45247102
5705,2020,kalahandi,moong(green-gram),summer,27,29,11804,0.46,0.42034966
5706,2021,kalahandi,moong(green-gram),summer,20,30,10592,0.74,0.45100117
5707,2022,kalahandi,moong(green-gram),summer,25,28,7433,0.8,0.49814814
5709,2004,kalahandi,moong(green-gram),winter,8,25,4830,0.14,0.19797792
5710,2005,kalahandi,moong(green-gram),winter,8,22,3815,0.16,0.20778161
5711,2006,kalahandi,moong(green-gram),winter,9,22,2887,0.18,0.20778161
5712,2007,kalahandi,moong(green-gram),winter,10,25,2729,0.18,0.24368395
5713,2008,kalahandi,moong(green-gram),winter,11,24,4548,0.21,0.19424948
5714,2009,kalahandi,moong(green-gram),winter,7,21,4808,0.25,0.25043657
5715,2010,kalahandi,moong(green-gram),winter,8,23,4334,0.26,0.25057468
5716,2011,kalahandi,moong(green-gram),winter,9,25,3231,0.2,0.2676812
5717,2012,kalahandi,moong(green-gram),winter,10,22,9182,0.28,0.37379247
5718,2013,kalahandi,moong(green-gram),winter,10,20,4898,0.35,0.3416136
5719,2014,kalahandi,moong(green-gram),winter,11,19,6839,0.39,0.3097246
5720,2015,kalahandi,moong(green-gram),winter,12,20,2734,0.28,0.25122797
5721,2016,kalahandi,moong(green-gram),winter,13,22,8775,0.41,0.40069607
5722,2017,kalahandi,moong(green-gram),winter,7,23,2740,0.56,0.40073138
5723,2018,kalahandi,moong(green-gram),winter,11,21,2784,0.34,0.34210822
5724,2019,kalahandi,moong(green-gram),winter,12,22,7571,0.55,0.41610745
5725,2020,kalahandi,moong(green-gram),winter,10,20,10364,0.52,0.4049119
5726,2021,kalahandi,moong(green-gram),winter,9,21,9751,0.56,0.43198177
5727,2022,kalahandi,moong(green-gram),winter,10,23,6682,0.48,0.44203332
5749,2004,kalahandi,rice,autumn,240,27,87000,0.71,0.85955495
5750,2005,kalahandi,rice,autumn,252,29,87000,0.68,0.9281586
5751,2006,kalahandi,rice,autumn,262,29,84000,0.86,0.9218382
5752,2007,kalahandi,rice,autumn,251,29,71000,0.93,0.98470235
5753,2008,kalahandi,rice,autumn,230,29,73000,0.93,0.98554546
5754,2009,kalahandi,rice,autumn,212,28,72000,1.22,0.9763188
5755,2010,kalahandi,rice,autumn,240,30,73000,1.53,0.97574973
5756,2011,kalahandi,rice,autumn,239,29,56000,0.68,0.946987
5757,2012,kalahandi,rice,autumn,238,29,65000,1.8,1.5175894
5758,2013,kalahandi,rice,autumn,238,28,63000,1.78,1.5703797
5759,2014,kalahandi,rice,autumn,245,30,54000,1.67,1.3946095
5760,2015,kalahandi,rice,autumn,246,28,41000,0.71,1.190388
5761,2016,kalahandi,rice,autumn,248,28,48820,1.45,1.4601161
5762,2017,kalahandi,rice,autumn,250,27,43920,1.52,1.3919263
5763,2018,kalahandi,rice,autumn,242,28,21530,1.83,1.3847191
5764,2019,kalahandi,rice,autumn,240,28,22040,2.09,1.7368888
5765,2020,kalahandi,rice,autumn,240,29,27460,1.5,1.7418212
5766,2021,kalahandi,rice,autumn,254,30,26964,1.32,1.6486969
5767,2022,kalahandi,rice,autumn,252,30,25320,1.7,1.850316
5769,2004,kalahandi,rice,summer,26,25,42000,1.62,1.6723298
5770,2005,kalahandi,rice,summer,23,29,51000,1.39,1.8712516
5771,2006,kalahandi,rice,summer,25,32,41000,1.51,1.7780316
5772,2007,kalahandi,rice,summer,24,32,52000,1.65,1.9118798
5773,2008,kalahandi,rice,summer,23,30,50000,2.14,1.9146651
5774,2009,kalahandi,rice,summer,25.5,31,43000,2.53,1.8643979
5775,2010,kalahandi,rice,summer,26.3,29,50000,2.58,1.9051863
5776,2011,kalahandi,rice,summer,29,29,12000,2.33,1.7911289
5777,2012,kalahandi,rice,summer,19,30,542000,0.21,0.26243532
5778,2013,kalahandi,rice,summer,20,32,40000,2.58,2.591582
5779,2014,kalahandi,rice,summer,25,31,44000,2.8,2.6212971
5780,2015,kalahandi,rice,summer,24,32,16000,2.56,2.3220892
5781,2016,kalahandi,rice,summer,25,32,29950,2.63,2.7934985
5782,2017,kalahandi,rice,summer,26.5,31,28660,2.87,2.7195048
5783,2018,kalahandi,rice,summer,25,30,39420,2.88,2.8708658
5784,2019,kalahandi,rice,summer,24,31,34190,3.69,3.2320611
5785,2020,kalahandi,rice,summer,27,29,54840,3.6,3.2353282
5786,2021,kalahandi,rice,summer,20,30,24629,3.46,3.2123678
5787,2022,kalahandi,rice,summer,25,28,45670,3.73,3.2308216
5789,2004,kalahandi,rice,winter,8,25,138000,1.14,1.4448948
5790,2005,kalahandi,rice,winter,8,22,150000,1.18,1.4417452
5791,2006,kalahandi,rice,winter,9,22,137000,1.13,1.4748522
5792,2007,kalahandi,rice,winter,10,25,150000,1.36,1.5833101
5793,2008,kalahandi,rice,winter,11,24,145000,1.17,1.5271964
5794,2009,kalahandi,rice,winter,7,21,165000,1.38,1.5472327
5795,2010,kalahandi,rice,winter,8,23,153000,2.58,1.5463824
5796,2011,kalahandi,rice,winter,9,25,146000,0.95,1.606771
5797,2012,kalahandi,rice,winter,10,22,145000,2.93,1.9812442
5798,2013,kalahandi,rice,winter,10,20,146000,2.77,2.2762194
5799,2014,kalahandi,rice,winter,11,19,139000,2.43,2.0407846
5800,2015,kalahandi,rice,winter,12,20,142000,1.07,1.7980248
5801,2016,kalahandi,rice,winter,13,22,142030,2.65,2.185681
5802,2017,kalahandi,rice,winter,7,23,126940,2.21,2.113661
5803,2018,kalahandi,rice,winter,11,21,150800,2.04,1.946703
5804,2019,kalahandi,rice,winter,12,22,156190,3,2.5575051
5805,2020,kalahandi,rice,winter,10,20,168290,2.72,2.5935223
5806,2021,kalahandi,rice,winter,9,21,170479,2.32,2.5875537
5808,2004,kandhamal,groundnut,autumn,253,31,417,0.71,0.7227506
5809,2005,kandhamal,groundnut,autumn,252,28,389,0.72,0.6864198
5810,2006,kandhamal,groundnut,autumn,251,28,236,0.65,0.65310055
5811,2007,kandhamal,groundnut,autumn,250,29,323,0.87,0.70323175
5812,2008,kandhamal,groundnut,autumn,238,31,376,0.67,0.6938315
5813,2009,kandhamal,groundnut,autumn,268,28,246,0.67,0.6776929
5814,2010,kandhamal,groundnut,autumn,253,28,269,0.75,0.6916825
5815,2011,kandhamal,groundnut,autumn,252,29,298,0.81,0.72815377
5816,2012,kandhamal,groundnut,autumn,254,30,301,0.76,0.8071427
5817,2013,kandhamal,groundnut,autumn,265,30,372,0.72,0.8820333
5818,2014,kandhamal,groundnut,autumn,245,28,159,1.04,0.91628724
5819,2015,kandhamal,groundnut,autumn,215,28,125,0.91,0.87592405
5820,2016,kandhamal,groundnut,autumn,220,29,64,1.17,1.0991777
5821,2017,kandhamal,groundnut,autumn,252,28,29,1.52,1.2723061
5822,2018,kandhamal,groundnut,autumn,258,29,56,1.04,1.0684038
5823,2019,kandhamal,groundnut,autumn,259,28,13,1.25,1.5730084
5824,2020,kandhamal,groundnut,autumn,267,27,18,1.6,1.5239521
5825,2021,kandhamal,groundnut,autumn,290,29,74,1.17,1.3988054
5826,2022,kandhamal,groundnut,autumn,251,30,100,1.13,1.3535488
5848,2004,kandhamal,groundnut,winter,21,23,74,0.9,0.82799184
5849,2005,kandhamal,groundnut,winter,20,20,24,0.6,0.7781916
5850,2006,kandhamal,groundnut,winter,19,20,33,0.68,0.8378266
5851,2007,kandhamal,groundnut,winter,18,23,29,0.73,0.9201149
5852,2008,kandhamal,groundnut,winter,17,23,19,1,0.9571167
5853,2009,kandhamal,groundnut,winter,19,21,62,0.69,0.8815982
5854,2010,kandhamal,groundnut,winter,18,22,44,0.74,0.87602633
5855,2011,kandhamal,groundnut,winter,20,23,77,0.92,0.90967137
5856,2012,kandhamal,groundnut,winter,21,23,17,1.05,1.0643758
5857,2013,kandhamal,groundnut,winter,22,24,8,1.53,1.3927566
5858,2014,kandhamal,groundnut,winter,23,25,38,1.11,1.2389475
5859,2015,kandhamal,groundnut,winter,22,19,4,1.33,1.2497308
5860,2016,kandhamal,groundnut,winter,21,18,41,0.89,0.9985453
